"TVSELECT,556.05: Multiyear Breakout Retest. Previous High Date- 23-Apr-2018. Previous High Price - 556.05. Breakout Date - 22-Sep-2025"
"PSPPROJECT,846.0: Multiyear Breakout Retest. Previous High Date- 21-Aug-2023. Previous High Price - 846.0. Breakout Date - 27-Oct-2025"
"SUVEN,169.3: Multiyear Breakout Retest. Previous High Date- 16-Sep-2024. Previous High Price - 169.3. Breakout Date - 12-May-2025"
